tipo_curva;plazo;tasa;date
CCPSS;3600;7.09553;21/05/2024
CCPSS;90;5.36108;22/05/2024
CCPSS;3600;7.11768;22/05/2024
CCPSS;90;5.36761;23/05/2024
CCPSS;3600;7.12875;23/05/2024
CCPSS;90;5.36621;24/05/2024
CCPSS;3600;7.10870;24/05/2024
CCPSS;90;5.35980;27/05/2024
CCPSS;3600;7.05010;27/05/2024
CCPSS;90;5.35605;28/05/2024
CCPSS;3600;7.09756;28/05/2024
CCPSS;90;5.36661;29/05/2024
CCPSS;3600;7.17338;29/05/2024
CCPSS;90;5.37274;30/05/2024
CCPSS;3600;7.14722;30/05/2024
CCPSS;90;5.36816;31/05/2024
CCPSS;3600;7.11266;31/05/2024
CCPSS;90;5.36254;3/06/2024
CCPSS;3600;7.05689;3/06/2024
CCPSS;90;5.36112;4/06/2024
CCPSS;3600;7.03351;4/06/2024
CCPSS;90;5.36255;5/06/2024
CCPSS;3600;7.04929;5/06/2024
CCPSS;90;5.37132;6/06/2024
CCPSS;3600;7.05348;6/06/2024
CCPSS;90;5.37132;7/06/2024
CCPSS;3600;7.05348;7/06/2024
CCPSS;90;5.37613;10/06/2024
CCPSS;3600;7.10196;10/06/2024
CCPSS;90;5.38695;11/06/2024
CCPSS;3600;7.11815;11/06/2024
CCPSS;90;5.38073;12/06/2024
CCPSS;3600;7.05938;12/06/2024
CCPSS;90;5.38198;13/06/2024
CCPSS;3600;7.07628;13/06/2024
CCPSS;90;5.36704;14/06/2024
CCPSS;3600;7.07846;14/06/2024
CCPSS;90;5.37468;17/06/2024
CCPSS;3600;7.11056;17/06/2024
CCPSS;90;5.34032;18/06/2024
CCPSS;3600;7.16670;18/06/2024
CCPSS;90;5.33819;19/06/2024
CCPSS;3600;7.20884;19/06/2024
CCPSS;90;5.33541;20/06/2024
CCPSS;3600;7.21497;20/06/2024
CCPSS;90;5.32040;21/06/2024
CCPSS;3600;7.21381;21/06/2024
CCPSS;90;5.31452;24/06/2024
CCPSS;3600;7.21115;24/06/2024
CCPSS;90;5.30396;25/06/2024
CCPSS;3600;7.21977;25/06/2024
CCPSS;90;5.30192;26/06/2024
CCPSS;3600;7.25317;26/06/2024
CCPSS;90;5.29471;27/06/2024
CCPSS;3600;7.15143;27/06/2024
CCPSS;90;5.29651;28/06/2024
CCPSS;3600;7.13203;28/06/2024
CCPSS;90;5.30045;1/07/2024
CCPSS;3600;7.16947;1/07/2024
CCPSS;90;5.29468;2/07/2024
CCPSS;3600;7.15227;2/07/2024
CCPSS;90;5.11916;3/07/2024
CCPSS;3600;7.18203;3/07/2024
CCPSS;90;5.28527;4/07/2024
CCPSS;3600;7.14961;4/07/2024
CCPSS;90;5.27316;5/07/2024
CCPSS;3600;7.13116;5/07/2024
CCPSS;90;5.27874;8/07/2024
CCPSS;3600;7.13684;8/07/2024
CCPSS;90;5.26691;9/07/2024
CCPSS;3600;7.13716;9/07/2024
CCPSS;90;5.26248;10/07/2024
CCPSS;3600;7.10903;10/07/2024
CCPSS;90;5.24368;11/07/2024
CCPSS;3600;6.95213;11/07/2024
CCPSS;90;5.23456;12/07/2024
CCPSS;3600;6.89835;12/07/2024
CCPSS;90;5.23487;15/07/2024
CCPSS;3600;6.95901;15/07/2024
CCPSS;90;5.23971;16/07/2024
CCPSS;3600;6.96393;16/07/2024
CCPSS;90;5.23695;17/07/2024
CCPSS;3600;6.94166;17/07/2024
CCPSS;90;5.23800;18/07/2024
CCPSS;3600;6.98997;18/07/2024
CCPSS;90;5.24671;19/07/2024
CCPSS;3600;7.05588;19/07/2024
CCPSS;90;5.25464;22/07/2024
CCPSS;3600;7.03751;22/07/2024
CCPSS;90;5.25464;23/07/2024
CCPSS;3600;7.03751;23/07/2024
CCPSS;90;5.24471;24/07/2024
CCPSS;3600;6.97806;24/07/2024
CCPSS;90;5.23796;25/07/2024
CCPSS;3600;6.96532;25/07/2024
CCPSS;90;5.23497;26/07/2024
CCPSS;3600;6.93754;26/07/2024
CCPSS;90;5.23497;29/07/2024
CCPSS;3600;6.93754;29/07/2024
CCPSS;90;5.23438;30/07/2024
CCPSS;3600;6.95214;30/07/2024
CCPSS;90;5.22907;31/07/2024
CCPSS;3600;6.94285;31/07/2024
CCPSS;90;5.23087;1/08/2024
CCPSS;3600;6.89686;1/08/2024
CCPSS;90;5.22018;2/08/2024
CCPSS;3600;6.79058;2/08/2024
CCPSS;90;5.22348;5/08/2024
CCPSS;3600;6.81397;5/08/2024
CCPSS;90;5.22348;6/08/2024
CCPSS;3600;6.81397;6/08/2024
CCPSS;90;5.22148;7/08/2024
CCPSS;3600;6.79463;7/08/2024
CCPSS;90;5.16224;8/08/2024
CCPSS;3600;6.75741;8/08/2024
CCPSS;90;5.10071;9/08/2024
CCPSS;3600;6.65718;9/08/2024
CCPSS;90;5.21805;12/08/2024
CCPSS;3600;6.65923;12/08/2024
CCPSS;90;5.20495;13/08/2024
CCPSS;3600;6.62734;13/08/2024
CCPSS;90;5.19798;14/08/2024
CCPSS;3600;6.56664;14/08/2024
CCPSS;90;5.19995;15/08/2024
CCPSS;3600;6.62272;15/08/2024
CCPSS;90;5.19237;16/08/2024
CCPSS;3600;6.56383;16/08/2024
CCPSS;90;5.19357;19/08/2024
CCPSS;3600;6.54646;19/08/2024
CCPSS;90;5.19147;20/08/2024
CCPSS;3600;6.52800;20/08/2024
CCPSS;90;5.19390;21/08/2024
CCPSS;3600;6.57647;21/08/2024
CCPSS;90;5.19796;22/08/2024
CCPSS;3600;6.60288;22/08/2024
CCPSS;90;5.19405;23/08/2024
CCPSS;3600;6.56973;23/08/2024
CCPSS;90;5.18018;26/08/2024
CCPSS;3600;6.53984;26/08/2024
CCPSS;90;5.18991;27/08/2024
CCPSS;3600;6.58080;27/08/2024
CCPSS;90;5.18894;28/08/2024
CCPSS;3600;6.56401;28/08/2024
CCPSS;90;5.18740;29/08/2024
CCPSS;3600;6.55449;29/08/2024
CCPSS;90;5.18740;30/08/2024
CCPSS;3600;6.55449;30/08/2024
CCPSS;90;5.19612;2/09/2024
CCPSS;3600;6.50365;2/09/2024
CCPSS;90;5.16060;3/09/2024
CCPSS;3600;6.46735;3/09/2024
CCPSS;90;5.15962;4/09/2024
CCPSS;3600;6.50469;4/09/2024
CCPSS;90;5.15490;5/09/2024
CCPSS;3600;6.50278;5/09/2024
CCPSS;90;5.14225;6/09/2024
CCPSS;3600;6.46768;6/09/2024
CCPSS;90;5.14601;9/09/2024
CCPSS;3600;6.46251;9/09/2024
CCPSS;90;5.13887;10/09/2024
CCPSS;3600;6.44731;10/09/2024
CCPSS;90;5.13057;11/09/2024
CCPSS;3600;6.42529;11/09/2024
CCPSS;90;5.13318;12/09/2024
CCPSS;3600;6.44470;12/09/2024
CCPSS;90;5.12953;13/09/2024
CCPSS;3600;6.43323;13/09/2024
CCPSS;90;5.12358;16/09/2024
CCPSS;3600;6.42064;16/09/2024
CCPSS;90;5.10570;17/09/2024
CCPSS;3600;6.37779;17/09/2024
CCPSS;90;5.08627;18/09/2024
CCPSS;3600;6.34314;18/09/2024
CCPSS;90;5.07987;19/09/2024
CCPSS;3600;6.30255;19/09/2024
CCPSS;90;5.07758;20/09/2024
CCPSS;3600;6.30222;20/09/2024
CCPSS;90;5.08599;23/09/2024
CCPSS;3600;6.35691;23/09/2024
CCPSS;90;5.08834;24/09/2024
CCPSS;3600;6.37219;24/09/2024
CCPSS;90;5.07330;25/09/2024
CCPSS;3600;6.38861;25/09/2024
CCPSS;90;5.06604;26/09/2024
CCPSS;3600;6.34752;26/09/2024
CCPSS;90;5.05392;27/09/2024
CCPSS;3600;6.32904;27/09/2024
CCPSS;90;5.03696;30/09/2024
CCPSS;3600;6.33416;30/09/2024
CCPSS;90;5.03561;1/10/2024
CCPSS;3600;6.28944;1/10/2024
CCPSS;90;5.04091;2/10/2024
CCPSS;3600;6.38788;2/10/2024
CCPSS;90;5.04860;3/10/2024
CCPSS;3600;6.44673;3/10/2024
CCPSS;90;5.06063;4/10/2024
CCPSS;3600;6.49763;4/10/2024
CCPSS;90;5.07392;7/10/2024
CCPSS;3600;6.56347;7/10/2024
CCPSS;90;5.07392;8/10/2024
CCPSS;3600;6.56347;8/10/2024
CCPSS;90;5.05396;9/10/2024
CCPSS;3600;6.59103;9/10/2024
CCPSS;90;5.05304;10/10/2024
CCPSS;3600;6.57896;10/10/2024
CCPSS;90;4.63699;11/10/2024
CCPSS;3600;6.53164;11/10/2024
CCPSS;90;4.64121;14/10/2024
CCPSS;3600;6.52634;14/10/2024
CCPSS;90;4.61546;15/10/2024
CCPSS;3600;6.47803;15/10/2024
CCPSS;90;4.62268;16/10/2024
CCPSS;3600;6.47358;16/10/2024
CCPSS;90;4.62466;17/10/2024
CCPSS;3600;6.52592;17/10/2024
CCPSS;90;4.66434;18/10/2024
CCPSS;3600;6.53936;18/10/2024
CCPSS;90;4.66591;21/10/2024
CCPSS;3600;6.63825;21/10/2024
CCPSS;90;4.67575;22/10/2024
CCPSS;3600;6.71640;22/10/2024
CCPSS;90;4.66564;23/10/2024
CCPSS;3600;6.76705;23/10/2024
CCPSS;90;4.62715;24/10/2024
CCPSS;3600;6.71638;24/10/2024
CCPSS;90;4.62785;25/10/2024
CCPSS;3600;6.75848;25/10/2024
CCPSS;90;4.63182;28/10/2024
CCPSS;3600;6.81009;28/10/2024
CCPSS;90;4.64870;29/10/2024
CCPSS;3600;6.94368;29/10/2024
CCPSS;90;4.64868;30/10/2024
CCPSS;3600;6.97016;30/10/2024
CCPSS;90;4.65058;31/10/2024
CCPSS;3600;7.03431;31/10/2024
CCPSS;90;4.65058;1/11/2024
CCPSS;3600;7.03431;1/11/2024
CCPSS;90;4.64813;4/11/2024
CCPSS;3600;6.91764;4/11/2024
CCPSS;90;4.63453;5/11/2024
CCPSS;3600;6.96027;5/11/2024
CCPSS;90;4.63016;6/11/2024
CCPSS;3600;7.00060;6/11/2024
CCPSS;90;4.61187;7/11/2024
CCPSS;3600;6.85030;7/11/2024
CCPSS;90;4.53068;8/11/2024
CCPSS;3600;6.82788;8/11/2024
CCPSS;90;4.57189;11/11/2024
CCPSS;3600;6.85062;11/11/2024
CCPSS;90;4.56656;12/11/2024
CCPSS;3600;6.89228;12/11/2024
CCPSS;90;4.56016;13/11/2024
CCPSS;3600;6.85561;13/11/2024
CCPSS;90;4.56192;14/11/2024
CCPSS;3600;6.85168;14/11/2024
CCPSS;90;4.56213;15/11/2024
CCPSS;3600;6.86305;15/11/2024
CCPSS;90;4.55571;18/11/2024
CCPSS;3600;6.89179;18/11/2024
CCPSS;90;4.58699;19/11/2024
CCPSS;3600;6.90280;19/11/2024
CCPSS;90;4.53563;20/11/2024
CCPSS;3600;6.93933;20/11/2024
CCPSS;90;4.54251;21/11/2024
CCPSS;3600;6.92961;21/11/2024
CCPSS;90;4.54045;22/11/2024
CCPSS;3600;6.90140;22/11/2024
CCPSS;90;4.53561;25/11/2024
CCPSS;3600;6.81029;25/11/2024
CCPSS;90;4.53927;26/11/2024
CCPSS;3600;6.82944;26/11/2024
CCPSS;90;4.53942;27/11/2024
CCPSS;3600;6.75207;27/11/2024
CCPSS;90;4.54235;28/11/2024
CCPSS;3600;6.79120;28/11/2024
CCPSS;90;4.54755;29/11/2024
CCPSS;3600;6.79897;29/11/2024
CCPSS;90;4.54880;2/12/2024
CCPSS;3600;6.81884;2/12/2024
CCPSS;90;4.55435;3/12/2024
CCPSS;3600;6.78780;3/12/2024
CCPSS;90;4.55462;4/12/2024
CCPSS;3600;6.78969;4/12/2024
CCPSS;90;4.55815;5/12/2024
CCPSS;3600;6.79233;5/12/2024
CCPSS;90;4.55620;6/12/2024
CCPSS;3600;6.75571;6/12/2024
CCPSS;90;4.55620;9/12/2024
CCPSS;3600;6.75571;9/12/2024
CCPSS;90;4.56010;10/12/2024
CCPSS;3600;6.80841;10/12/2024
CCPSS;90;4.56553;11/12/2024
CCPSS;3600;6.80322;11/12/2024
CCPSS;90;4.56394;12/12/2024
CCPSS;3600;6.79626;12/12/2024
CCPSS;90;4.57079;13/12/2024
CCPSS;3600;6.84490;13/12/2024
CCPSS;90;4.55667;16/12/2024
CCPSS;3600;6.87212;16/12/2024
CCPSS;90;4.52848;17/12/2024
CCPSS;3600;6.88147;17/12/2024
CCPSS;90;4.52706;18/12/2024
CCPSS;3600;6.89823;18/12/2024
CCPSS;90;4.52246;19/12/2024
CCPSS;3600;6.95311;19/12/2024
CCPSS;90;4.52093;20/12/2024
CCPSS;3600;6.93076;20/12/2024
CCPSS;90;4.52026;23/12/2024
CCPSS;3600;6.92609;23/12/2024
CCPSS;90;4.51946;24/12/2024
CCPSS;3600;6.92384;24/12/2024
CCPSS;90;4.51167;26/12/2024
CCPSS;3600;6.91013;26/12/2024
CCPSS;90;4.50786;27/12/2024
CCPSS;3600;6.86599;27/12/2024
CCPSS;90;4.50361;30/12/2024
CCPSS;3600;6.81940;30/12/2024
CCPSS;90;4.50699;31/12/2024
CCPSS;3600;6.84745;31/12/2024
CCPSS;90;4.50323;2/01/2025
CCPSS;3600;6.80744;2/01/2025
CCPSS;90;4.49904;3/01/2025
CCPSS;3600;6.77558;3/01/2025
CCPSS;90;4.48481;6/01/2025
CCPSS;3600;6.80481;6/01/2025
CCPSS;90;4.47034;7/01/2025
CCPSS;3600;6.87152;7/01/2025
CCPSS;90;4.41137;8/01/2025
CCPSS;3600;6.78679;8/01/2025
CCPSS;90;4.40545;9/01/2025
CCPSS;3600;6.78804;9/01/2025
CCPSS;90;4.36192;10/01/2025
CCPSS;3600;6.85362;10/01/2025
CCPSS;90;4.36997;13/01/2025
CCPSS;3600;6.92385;13/01/2025
CCPSS;90;4.36619;14/01/2025
CCPSS;3600;6.89139;14/01/2025
CCPSS;90;4.40911;15/01/2025
CCPSS;3600;6.83483;15/01/2025
CCPSS;90;4.44908;16/01/2025
CCPSS;3600;6.80268;16/01/2025
CCPSS;90;4.44392;17/01/2025
CCPSS;3600;6.80299;17/01/2025
CCPSS;90;4.44594;20/01/2025
CCPSS;3600;6.81907;20/01/2025
CCPSS;90;4.45754;21/01/2025
CCPSS;3600;6.80901;21/01/2025
CCPSS;90;4.43441;22/01/2025
CCPSS;3600;6.85866;22/01/2025
CCPSS;90;4.42011;23/01/2025
CCPSS;3600;6.90859;23/01/2025
CCPSS;90;4.43278;24/01/2025
CCPSS;3600;6.86864;24/01/2025
CCPSS;90;4.42295;27/01/2025
CCPSS;3600;6.81451;27/01/2025
CCPSS;90;4.42264;28/01/2025
CCPSS;3600;6.81580;28/01/2025
CCPSS;90;4.40247;29/01/2025
CCPSS;3600;6.81583;29/01/2025
CCPSS;90;4.39596;30/01/2025
CCPSS;3600;6.80789;30/01/2025
CCPSS;90;4.40428;31/01/2025
CCPSS;3600;6.82167;31/01/2025
CCPSS;90;4.39336;3/02/2025
CCPSS;3600;6.81825;3/02/2025
CCPSS;90;4.37609;4/02/2025
CCPSS;3600;6.80363;4/02/2025
CCPSS;90;4.36135;5/02/2025
CCPSS;3600;6.78980;5/02/2025
CCPSS;90;4.37304;6/02/2025
CCPSS;3600;6.76728;6/02/2025
CCPSS;90;4.36171;7/02/2025
CCPSS;3600;6.69761;7/02/2025
CCPSS;90;4.34098;10/02/2025
CCPSS;3600;6.63672;10/02/2025
CCPSS;90;4.34534;11/02/2025
CCPSS;3600;6.68471;11/02/2025
CCPSS;90;4.39201;12/02/2025
CCPSS;3600;6.76254;12/02/2025
CCPSS;90;4.37505;13/02/2025
CCPSS;3600;6.70570;13/02/2025
CCPSS;90;4.34764;14/02/2025
CCPSS;3600;6.68101;14/02/2025
CCPSS;90;4.33698;17/02/2025
CCPSS;3600;6.66909;17/02/2025
CCPSS;90;4.34146;18/02/2025
CCPSS;3600;6.70839;18/02/2025
CCPSS;90;4.36208;19/02/2025
CCPSS;3600;6.73859;19/02/2025
CCPSS;90;4.34099;20/02/2025
CCPSS;3600;6.69568;20/02/2025
CCPSS;90;4.35242;21/02/2025
CCPSS;3600;6.67334;21/02/2025
CCPSS;90;4.35119;24/02/2025
CCPSS;3600;6.64917;24/02/2025
CCPSS;90;4.34845;25/02/2025
CCPSS;3600;6.58058;25/02/2025
CCPSS;90;4.47412;26/02/2025
CCPSS;3600;6.55175;26/02/2025
CCPSS;90;4.46407;27/02/2025
CCPSS;3600;6.56465;27/02/2025
CCPSS;90;4.45731;28/02/2025
CCPSS;3600;6.57907;28/02/2025
CCPSS;90;4.46688;3/03/2025
CCPSS;3600;6.65933;3/03/2025
CCPSS;90;4.46049;4/03/2025
CCPSS;3600;6.63526;4/03/2025
CCPSS;90;4.46796;5/03/2025
CCPSS;3600;6.67192;5/03/2025
CCPSS;90;4.47143;6/03/2025
CCPSS;3600;6.69523;6/03/2025
CCPSS;90;4.46801;7/03/2025
CCPSS;3600;6.62728;7/03/2025
CCPSS;90;4.47770;10/03/2025
CCPSS;3600;6.71875;10/03/2025
CCPSS;90;4.49661;11/03/2025
CCPSS;3600;6.72100;11/03/2025
CCPSS;90;4.48504;12/03/2025
CCPSS;3600;6.72442;12/03/2025
CCPSS;90;4.47220;13/03/2025
CCPSS;3600;6.68120;13/03/2025
CCPSS;90;4.34184;14/03/2025
CCPSS;3600;6.69647;14/03/2025
CCPSS;90;4.32668;17/03/2025
CCPSS;3600;6.64517;17/03/2025
CCPSS;90;4.32505;18/03/2025
CCPSS;3600;6.66325;18/03/2025
CCPSS;90;4.32796;19/03/2025
CCPSS;3600;6.66181;19/03/2025
CCPSS;90;4.32947;20/03/2025
CCPSS;3600;6.66149;20/03/2025
CCPSS;90;4.33559;21/03/2025
CCPSS;3600;6.68223;21/03/2025
CCPSS;90;4.34445;24/03/2025
CCPSS;3600;6.71927;24/03/2025
CCPSS;90;4.34669;25/03/2025
CCPSS;3600;6.73165;25/03/2025
CCPSS;90;4.35350;26/03/2025
CCPSS;3600;6.77680;26/03/2025
CCPSS;90;4.35855;27/03/2025
CCPSS;3600;6.84479;27/03/2025
CCPSS;90;4.35519;28/03/2025
CCPSS;3600;6.86178;28/03/2025
CCPSS;90;4.35012;31/03/2025
CCPSS;3600;6.81297;31/03/2025
CCPSS;90;4.35070;1/04/2025
CCPSS;3600;6.84753;1/04/2025
CCPSS;90;4.35200;2/04/2025
CCPSS;3600;6.82769;2/04/2025
CCPSS;90;4.33316;3/04/2025
CCPSS;3600;6.67916;3/04/2025
CCPSS;90;4.33393;4/04/2025
CCPSS;3600;6.62649;4/04/2025
CCPSS;90;4.28603;7/04/2025
CCPSS;3600;6.71662;7/04/2025
CCPSS;90;4.29340;8/04/2025
CCPSS;3600;6.77004;8/04/2025
CCPSS;90;4.29946;9/04/2025
CCPSS;3600;6.80679;9/04/2025
CCPSS;90;4.29155;10/04/2025
CCPSS;3600;6.78039;10/04/2025
CCPSS;90;4.43083;11/04/2025
CCPSS;3600;6.75048;11/04/2025
CCPSS;90;4.38418;14/04/2025
CCPSS;3600;6.71236;14/04/2025
CCPSS;90;4.32473;15/04/2025
CCPSS;3600;6.77042;15/04/2025
CCPSS;90;4.25637;16/04/2025
CCPSS;3600;6.83166;16/04/2025
CCPSS;90;4.25637;17/04/2025
CCPSS;3600;6.83166;17/04/2025
CCPSS;90;4.25637;18/04/2025
CCPSS;3600;6.83166;18/04/2025
CCPSS;90;4.24777;21/04/2025
CCPSS;3600;6.88891;21/04/2025
CCPSS;90;4.25399;22/04/2025
CCPSS;3600;6.89076;22/04/2025
CCPSS;90;4.24871;23/04/2025
CCPSS;3600;6.84164;23/04/2025
CCPSS;90;4.24198;24/04/2025
CCPSS;3600;6.90789;24/04/2025
CCPSS;90;4.23831;25/04/2025
CCPSS;3600;6.86401;25/04/2025
CCPSS;90;4.21361;28/04/2025
CCPSS;3600;6.78362;28/04/2025
CCPSS;90;4.19592;29/04/2025
CCPSS;3600;6.69689;29/04/2025
CCPSS;90;4.20482;30/04/2025
CCPSS;3600;6.80059;30/04/2025
CCPSS;90;4.20482;1/05/2025
CCPSS;3600;6.80059;1/05/2025
CCPSS;90;4.20482;2/05/2025
CCPSS;3600;6.80059;2/05/2025
CCPSS;90;4.21209;5/05/2025
CCPSS;3600;6.85449;5/05/2025
CCPSS;90;4.20828;6/05/2025
CCPSS;3600;6.83453;6/05/2025
CCPSS;90;4.20370;7/05/2025
CCPSS;3600;6.79026;7/05/2025
CCPSS;90;4.18770;8/05/2025
CCPSS;3600;6.74909;8/05/2025
CCPSS;90;4.10297;9/05/2025
CCPSS;3600;6.66803;9/05/2025
CCPSS;90;4.08758;12/05/2025
CCPSS;3600;6.68883;12/05/2025
CCPSS;90;4.07936;13/05/2025
CCPSS;3600;6.66178;13/05/2025
CCPSS;90;4.07185;14/05/2025
CCPSS;3600;6.73107;14/05/2025
CCPSS;90;4.06318;15/05/2025
CCPSS;3600;6.67439;15/05/2025
CCPSS;90;4.09658;16/05/2025
CCPSS;3600;6.71546;16/05/2025
CCPSS;90;4.10316;19/05/2025
CCPSS;3600;6.75479;19/05/2025
CCPSS;90;4.11730;20/05/2025
CCPSS;3600;6.75107;20/05/2025
CCPSS;90;4.08778;21/05/2025
CCPSS;3600;6.79994;21/05/2025
CCPSS;90;4.09259;22/05/2025
CCPSS;3600;6.81193;22/05/2025
CCPSS;90;4.09336;23/05/2025
CCPSS;3600;6.84131;23/05/2025
CCPSS;90;4.08567;26/05/2025
CCPSS;3600;6.77685;26/05/2025
CCPSS;90;4.07180;27/05/2025
CCPSS;3600;6.73656;27/05/2025
CCPSS;90;4.05072;28/05/2025
CCPSS;3600;6.73547;28/05/2025
CCPSS;90;4.05722;29/05/2025
CCPSS;3600;6.66684;29/05/2025
CCPSS;90;4.06218;30/05/2025
CCPSS;3600;6.74811;30/05/2025
CCPSS;90;4.06989;2/06/2025
CCPSS;3600;6.81972;2/06/2025
CCPSS;90;4.06720;3/06/2025
CCPSS;3600;6.84706;3/06/2025
CCPSS;90;4.06383;4/06/2025
CCPSS;3600;6.75409;4/06/2025
CCPSS;90;4.06620;5/06/2025
CCPSS;3600;6.81680;5/06/2025
CCPSS;90;4.06695;6/06/2025
CCPSS;3600;6.85114;6/06/2025
CCPSS;90;4.05714;9/06/2025
CCPSS;3600;6.82874;9/06/2025
CCPSS;90;4.04598;10/06/2025
CCPSS;3600;6.84731;10/06/2025
CCPSS;90;4.04374;11/06/2025
CCPSS;3600;6.79897;11/06/2025
CCPSS;90;4.04029;12/06/2025
CCPSS;3600;6.68493;12/06/2025
CCPSS;90;4.01910;13/06/2025
CCPSS;3600;6.71935;13/06/2025
CCPSS;90;4.02093;16/06/2025
CCPSS;3600;6.74729;16/06/2025
CCPSS;90;4.00904;17/06/2025
CCPSS;3600;6.72404;17/06/2025
CCPSS;90;3.99299;18/06/2025
CCPSS;3600;6.75785;18/06/2025
CCPSS;90;3.97899;19/06/2025
CCPSS;3600;6.75709;19/06/2025
CCPSS;90;3.97880;20/06/2025
CCPSS;3600;6.78544;20/06/2025
CCPSS;90;3.98094;23/06/2025
CCPSS;3600;6.79421;23/06/2025
CCPSS;90;3.97256;24/06/2025
CCPSS;3600;6.73955;24/06/2025
CCPSS;90;3.96563;25/06/2025
CCPSS;3600;6.67109;25/06/2025
CCPSS;90;3.96163;26/06/2025
CCPSS;3600;6.59392;26/06/2025
CCPSS;90;3.96872;27/06/2025
CCPSS;3600;6.64934;27/06/2025
CCPSS;90;3.97035;30/06/2025
CCPSS;3600;6.61342;30/06/2025
CCPSS;90;3.96883;1/07/2025
CCPSS;3600;6.57498;1/07/2025
CCPSS;90;3.96136;2/07/2025
CCPSS;3600;6.52508;2/07/2025
CCPSS;90;3.96909;3/07/2025
CCPSS;3600;6.57519;3/07/2025
CCPSS;90;3.97237;4/07/2025
CCPSS;3600;6.54846;4/07/2025
CCPSS;90;3.97481;7/07/2025
CCPSS;3600;6.57925;7/07/2025
CCPSS;90;3.95363;8/07/2025
CCPSS;3600;6.58999;8/07/2025
CCPSS;90;3.94129;9/07/2025
CCPSS;3600;6.53187;9/07/2025
CCPSS;90;3.94372;10/07/2025
CCPSS;3600;6.55440;10/07/2025
CCPSS;90;3.91430;11/07/2025
CCPSS;3600;6.58474;11/07/2025
CCPSS;90;3.91321;14/07/2025
CCPSS;3600;6.56605;14/07/2025
CCPSS;90;3.91905;15/07/2025
CCPSS;3600;6.63786;15/07/2025
CCPSS;90;3.91734;16/07/2025
CCPSS;3600;6.62485;16/07/2025
CCPSS;90;3.89125;17/07/2025
CCPSS;3600;6.66036;17/07/2025
CCPSS;90;3.88775;18/07/2025
CCPSS;3600;6.65539;18/07/2025
CCPSS;90;3.87213;21/07/2025
CCPSS;3600;6.63725;21/07/2025
CCPSS;90;3.87140;22/07/2025
CCPSS;3600;6.61676;22/07/2025
CCPSS;90;3.87241;23/07/2025
CCPSS;3600;6.62955;23/07/2025
CCPSS;90;3.87761;24/07/2025
CCPSS;3600;6.63732;24/07/2025
CCPSS;90;3.87485;25/07/2025
CCPSS;3600;6.57896;25/07/2025
CCPSS;90;3.87481;28/07/2025
CCPSS;3600;6.57892;28/07/2025
CCPSS;90;3.87481;29/07/2025
CCPSS;3600;6.57892;29/07/2025
CCPSS;90;3.87406;30/07/2025
CCPSS;3600;6.55498;30/07/2025
CCPSS;90;3.87604;31/07/2025
CCPSS;3600;6.57810;31/07/2025
